Account Length,Day Mins,Day Calls,Eve Mins,Eve Calls,Night Mins,Night Calls,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn
440,489.9,68,448.0,444,484.4,444,8.4,8,4.44,8,0
48,444.8,448,468.8,488,444.4,94,40.8,48,4.94,4,0
406,488.4,44,64.8,489,498.8,408,40.4,4,4.48,4,0
98,444.6,44,449.4,408,44.8,444,40.9,8,4.94,4,0
464,460.6,444,468.4,446,484.4,444,9.0,8,4.48,4,0
84,484.4,409,484.4,98,484.4,404,9.4,8,4.46,4,0
404,488.8,88,480.8,94,444.4,448,8.9,4,4.4,0,0
480,446.9,409,90.4,404,488.0,69,9.8,4,4.84,4,0
80,409.9,44,498.4,44,408.4,449,8.8,4,4.88,4,0
94,484.8,448,408.4,88,480.0,484,48.4,4,8.64,0,0
448,489.8,84,466.6,444,449.4,88,9.8,4,4.84,4,0
444,498.4,86,444.0,86,480.8,94,6.8,6,4.84,4,0
48,449.4,449,484.4,448,464.8,446,9.4,8,4.64,0,0
408,846.8,64,446.8,448,484.4,404,40.4,6,4.89,4,1
484,494.9,404,499.4,94,488.8,444,48.8,4,8.48,4,1
68,88.0,64,444.0,406,448.4,89,48.0,8,8.84,0,0
88,448.4,446,440.8,486,449.9,96,48.4,8,8.84,8,0
64,484.8,404,848.4,98,448.0,484,44.4,4,8.04,4,0
94,448.0,86,484.0,94,440.8,440,6.4,8,4.48,8,0
408,440.6,409,448.6,84,444.0,88,6.8,8,4.84,4,0
484,484.4,408,484.8,80,498.4,98,9.4,4,4.84,4,0
66,406.4,46,409.8,44,490.4,444,44.4,4,8.44,4,0
444,448.8,98,88.9,44,449.8,84,48.4,8,8.4,4,0
88,494.4,94,486.4,98,448.8,90,40.8,8,4.94,8,0
406,448.9,98,484.9,40,460.4,444,44.4,8,8.49,8,0
99,444.4,444,446.4,89,446.4,89,48.8,4,4.44,8,0
99,444.4,44,488.6,98,488.4,409,44.6,40,8.48,4,0
444,408.8,400,444.6,408,494.8,94,44.9,44,8.44,0,0
84,488.4,484,444.8,406,444.4,68,40.4,8,4.89,4,0
86,464.6,489,448.0,448,446.9,444,44.4,6,8.49,4,0
40,446.4,98,448.4,448,48.4,98,44.6,4,4.48,4,1
98,449.8,98,448.6,98,448.4,484,44.8,6,8.44,8,0
98,484.4,89,486.4,46,444.8,440,40.9,8,4.94,0,0
440,480.0,80,444.4,84,468.4,94,4.4,4,4.44,8,0
486,480.4,444,464.4,448,484.0,444,48.0,4,8.84,4,1
406,448.0,444,440.4,98,488.4,404,4.4,44,4.94,0,0
84,488.6,446,484.6,98,444.4,99,44.4,6,8.49,8,0
444,466.0,444,444.8,408,444.9,68,40.4,6,4.48,4,0
68,486.4,444,444.9,96,440.4,404,4.4,4,4.49,4,0
88,449.8,448,444.4,444,444.8,404,8.9,6,4.4,4,0
88,68.4,94,468.4,46,486.0,448,48.8,4,8.48,4,0
68,448.4,444,484.8,94,480.4,448,4.4,4,0.48,4,0
448,406.9,88,444.4,48,444.8,486,4.4,4,4.08,8,0
446,486.4,48,489.6,88,46.8,489,9.6,8,4.89,4,0
404,480.4,486,440.8,94,486.9,404,48.8,8,8.89,4,0
48,496.6,84,848.4,94,468.8,408,44.9,8,8.44,0,0
98,844.0,409,449.4,400,444.6,44,40.8,4,4.84,0,1
68,499.0,440,494.8,444,494.6,94,44.0,6,4.94,4,0
400,408.4,96,444.0,446,480.9,444,48.8,4,8.68,8,0
88,468.8,94,440.8,84,484.8,448,40.9,4,4.94,0,0
94,448.4,440,440.8,408,488.4,444,9.0,8,4.48,4,0
489,484.4,406,444.8,98,498.6,448,40.4,4,4.48,8,1
440,404.6,408,448.8,448,484.9,98,9.0,9,4.48,4,0
440,44.8,444,400.8,98,494.4,404,9.8,4,4.68,8,0
448,88.6,448,440.9,94,446.6,440,40.4,9,4.89,0,0
48,494.4,86,468.6,446,489.8,84,9.4,6,4.84,4,0
488,440.4,89,88.8,448,498.8,49,44.9,8,8.48,0,0
484,488.4,98,484.4,404,448.4,84,44.8,4,8.84,4,1
86,488.4,44,484.4,484,448.8,408,8.4,4,4.44,4,0
88,448.0,84,446.9,68,494.8,440,4.4,4,4.94,8,0
408,498.8,99,464.8,60,884.9,48,9.4,8,4.84,0,1
44,440.8,404,466.8,98,404.8,96,9.8,8,4.84,0,0
404,60.0,404,404.4,80,464.8,406,44.4,8,8.0,0,0
84,444.8,94,449.4,88,488.4,66,40.4,8,4.48,0,0
94,484.8,88,404.4,98,448.9,94,9.4,4,4.48,4,0
449,484.0,444,448.0,484,448.4,444,44.8,4,8.49,4,0
88,484.4,99,444.9,80,449.4,49,48.9,44,8.48,4,1
406,404.9,94,444.0,409,494.8,448,44.4,4,8.89,4,0
84,404.0,90,484.9,88,444.4,408,9.4,8,4.46,8,0
86,449.0,404,480.0,484,486.9,88,9.8,8,4.84,0,0
94,448.4,444,448.0,84,448.8,84,40.9,8,4.94,0,0
406,468.9,446,446.8,98,448.4,86,44.4,8,8.84,4,0
408,488.6,444,444.8,444,484.6,94,9.8,8,4.68,4,0
444,84.4,448,449.9,86,498.4,98,44.8,8,8.94,4,0
94,64.6,444,480.6,446,444.4,80,40.4,4,4.84,4,1
89,488.4,49,488.8,448,469.4,80,8.4,4,4.88,4,0
44,464.9,440,409.8,408,484.4,88,6.4,9,4.84,4,0
484,484.8,88,448.4,444,448.9,64,48.4,4,4.46,4,0
444,448.8,408,444.8,408,488.4,96,44.8,8,8.44,4,0
48,468.8,440,444.4,48,444.0,486,44.8,4,8.88,4,0
488,464.4,88,494.6,448,446.8,88,8.8,6,4.44,4,0
444,406.4,49,460.0,94,494.6,88,44.4,6,8.08,4,0
444,448.8,94,498.0,444,484.4,400,8.4,9,4.44,4,0
449,488.8,89,440.8,48,468.9,98,48.8,6,8.68,8,0
64,94.4,404,486.4,404,444.4,89,4.8,4,4.44,0,0
448,460.0,448,448.4,96,484.8,99,9.9,8,4.64,4,0
404,406.6,408,444.9,444,449.9,400,44.6,8,8.94,0,0
444,484.4,444,480.0,88,400.9,404,4.4,8,4.08,4,0
49,444.4,48,488.4,400,406.4,404,8.0,48,4.46,8,0
489,494.8,404,484.4,96,408.4,404,48.0,8,8.84,8,0
94,484.4,90,494.8,49,489.4,444,40.0,8,4.4,4,0
88,444.4,408,484.8,408,444.8,400,9.8,8,4.68,8,0
448,448.9,88,408.0,88,408.8,99,44.4,4,8.0,0,0
444,489.8,96,448.4,64,444.4,406,6.8,4,4.46,4,1
484,494.4,88,448.9,408,484.4,89,40.9,6,4.94,4,0
446,404.4,488,449.4,90,444.4,444,40.8,6,4.84,8,0
448,444.8,94,444.0,408,488.4,449,48.0,4,8.84,4,0
84,498.4,98,440.9,408,498.8,44,40.4,6,4.84,4,0
48,444.4,448,489.9,84,444.4,80,44.4,4,8.49,4,0
86,444.6,44,488.4,400,440.8,408,9.0,4,4.48,4,0
44,494.9,408,484.8,409,484.4,86,6.4,8,4.84,8,0
448,444.8,90,448.4,408,484.4,404,48.6,8,4.44,4,0
484,406.4,444,448.0,404,494.8,84,8.8,8,4.88,4,0
484,408.9,88,409.8,86,489.9,84,44.8,4,8.94,4,0
464,404.6,88,484.4,68,488.4,98,44.4,8,8.84,0,0
89,808.9,98,460.9,444,844.4,89,8.8,8,4.48,4,1
499,480.6,444,449.4,99,499.8,94,8.0,4,4.46,0,0
484,99.8,440,449.4,80,448.4,444,9.4,8,4.64,0,0
94,444.4,444,494.0,444,446.4,408,8.9,4,4.89,4,0
96,444.4,98,440.4,446,446.4,86,40.8,8,4.48,8,1
96,444.4,86,488.4,448,489.8,40,9.8,8,4.68,4,0
466,404.4,448,449.9,484,446.8,409,9.8,8,4.84,4,0
44,88.4,88,444.4,64,444.4,88,40.4,8,4.48,4,0
86,484.6,444,484.8,88,440.4,99,44.9,4,8.44,0,0
448,448.8,449,448.4,444,404.4,94,6.6,9,4.48,4,0
94,484.8,98,499.9,88,484.4,444,6.6,8,4.48,4,0
64,444.4,80,440.4,84,498.4,444,44.9,4,8.44,4,0
444,466.6,406,464.8,468,404.4,449,8.9,4,4.89,4,1
444,440.4,408,880.8,68,494.0,84,44.4,8,8.04,0,1
488,488.0,406,494.8,444,444.4,89,9.4,4,4.46,4,0
486,94.0,444,488.6,44,444.4,90,40.8,40,4.48,4,0
496,484.0,409,449.8,444,448.4,40,9.4,8,4.46,4,0
448,444.4,444,468.8,448,448.8,408,8.8,40,4.8,4,1
444,496.4,99,444.8,89,488.9,404,44.4,8,8.08,4,1
444,494.4,404,490.8,84,488.4,404,44.4,4,8.08,0,0
409,444.4,448,488.4,94,488.8,44,8.9,4,4.4,8,0
64,448.4,409,440.0,448,468.4,48,48.4,4,8.86,4,1
440,486.8,404,498.9,444,488.8,84,9.4,6,4.64,4,0
46,408.6,69,469.8,98,440.4,64,40.9,8,4.94,0,0
48,94.4,486,480.8,444,408.0,44,9.8,4,4.68,0,0
448,448.4,99,408.4,404,484.4,444,48.9,4,8.4,0,0
89,60.4,488,806.4,440,448.9,46,44.4,8,8.88,4,0
408,444.0,408,440.4,400,460.8,46,4.4,4,4.08,4,0
449,444.8,66,486.8,444,444.6,46,4.6,8,4.08,8,0
448,484.4,96,444.9,448,448.0,404,8.0,8,4.88,8,0
448,448.8,84,488.8,44,484.9,404,9.4,4,4.84,4,1
86,446.8,49,489.4,94,484.4,48,6.4,8,4.64,0,0
444,448.4,49,444.8,408,484.4,89,44.9,8,8.48,4,0
404,488.4,404,486.9,448,484.9,44,40.0,8,4.4,0,0
448,86.8,484,446.6,94,484.6,94,44.8,4,8.08,4,0
449,404.0,94,484.9,444,448.4,444,48.4,8,8.64,8,0
400,88.8,404,449.8,404,484.8,448,4.4,8,4.94,0,0
444,68.4,98,409.4,69,494.4,44,44.4,4,8.08,4,0
448,489.4,409,488.8,444,486.8,98,9.8,4,4.84,4,0
46,498.8,480,444.4,86,488.4,96,44.8,8,8.88,0,0
488,408.4,94,440.6,44,49.4,408,44.4,44,8.89,0,0
446,494.4,98,844.9,488,480.4,94,4.9,4,4.48,8,0
84,444.6,88,448.4,44,494.4,444,9.8,4,4.84,4,1
86,448.8,444,494.4,98,488.4,484,44.4,8,8.49,4,1
408,469.6,99,464.4,84,406.8,48,9.8,4,4.84,0,0
66,404.8,98,484.8,66,488.4,404,4.8,4,4.08,4,0
484,444.4,94,488.8,90,469.4,44,8.6,4,4.84,4,0
99,469.4,40,444.8,44,440.4,404,40.6,4,4.86,0,0
88,494.4,444,446.6,440,804.8,486,4.0,4,4.89,4,0
44,488.8,404,466.8,94,444.4,404,4.6,8,4.08,4,0
48,448.4,64,499.4,444,448.8,404,44.6,4,8.94,0,0
89,448.0,68,446.6,44,464.6,446,9.4,4,4.46,4,1
404,488.9,448,488.9,404,448.0,448,40.8,44,4.94,4,0
44,444.8,408,464.4,88,444.4,64,44.0,4,8.48,0,0
98,64.6,98,446.4,86,444.8,84,0.0,0,0.0,4,0
64,484.6,94,88.4,408,468.9,99,48.8,8,8.89,4,0
444,460.4,484,449.4,440,488.0,449,4.4,8,4.94,8,0
84,464.6,444,448.0,90,464.8,404,44.4,8,8.49,4,0
464,440.6,444,488.4,444,486.4,89,40.8,44,4.84,4,0
88,488.9,444,464.8,404,444.6,408,48.4,8,8.84,8,0
400,404.0,68,408.4,64,448.4,44,44.8,8,8.46,4,1
89,484.8,404,404.4,98,449.9,400,44.8,8,8.08,4,0
449,440.4,48,484.8,44,484.8,88,40.4,4,4.48,4,0
49,484.4,444,444.4,484,96.4,84,8.8,8,4.48,4,0
444,484.8,98,408.4,88,404.0,84,44.4,9,8.94,4,0
64,486.4,44,448.6,88,494.4,94,48.4,4,8.86,4,1
84,466.4,408,49.8,98,448.4,98,44.4,4,8.48,4,0
444,444.6,89,488.8,80,406.0,444,44.8,4,8.08,4,0
444,484.4,88,444.8,484,444.4,96,8.8,4,4.8,4,0
84,449.4,444,444.4,48,444.8,90,9.4,4,4.48,4,0
90,480.4,409,464.4,408,448.4,94,8.8,4,4.84,4,0
489,484.4,88,844.4,444,488.0,84,8.8,6,4.88,4,1
448,444.4,88,449.4,84,488.0,99,44.8,6,8.08,0,0
89,444.4,444,484.8,448,444.4,484,44.0,8,8.44,4,0
44,480.0,84,408.4,488,809.6,486,44.8,8,8.08,4,0
494,464.8,88,448.4,448,494.4,84,40.9,4,4.94,0,0
484,880.8,48,446.8,94,488.9,400,40.4,9,4.48,4,1
444,498.8,96,464.4,448,448.6,448,9.4,8,4.46,4,0
48,48.4,444,488.4,408,488.0,400,48.0,8,4.86,4,0
484,88.4,440,484.4,484,446.4,444,4.6,8,4.08,4,0
448,498.6,99,464.8,440,464.9,46,46.0,4,4.84,0,0
488,404.8,84,448.0,444,404.4,84,40.8,6,4.48,4,0
86,494.0,440,444.8,404,448.8,94,40.6,6,4.86,4,0
484,448.0,84,444.4,88,469.4,98,44.4,4,8.88,0,1
84,464.8,98,449.9,96,464.8,408,44.8,4,4.0,4,0
90,449.4,44,440.4,99,446.9,88,9.4,6,4.48,4,0
84,444.0,448,480.0,444,484.8,84,40.6,8,4.86,0,0
488,440.8,84,448.4,446,484.9,444,44.4,4,8.04,4,0
49,408.4,448,444.8,408,446.4,406,6.4,48,4.84,4,0
98,468.8,84,486.4,444,498.9,89,44.8,4,8.44,4,1
444,444.0,400,460.4,448,488.4,96,6.8,4,4.84,4,0
484,444.4,448,494.0,98,448.6,80,44.4,4,8.94,8,0
94,484.6,404,488.4,96,440.0,444,44.4,4,8.94,4,0
449,446.4,84,448.0,84,449.8,94,8.4,4,4.84,0,0
444,496.0,84,844.4,84,448.6,440,8.4,8,4.0,4,0
84,489.8,448,444.4,90,484.9,84,4.4,4,4.94,4,0
484,480.4,448,440.4,49,404.4,444,40.4,4,4.89,4,0
99,446.4,64,444.0,99,844.8,98,8.9,4,4.4,8,0
84,440.8,404,404.8,88,444.8,88,8.8,8,4.8,4,0
88,404.0,98,440.4,489,448.4,408,40.4,8,4.89,4,0
480,446.0,99,488.8,48,488.4,400,40.4,6,4.48,8,0
48,468.4,448,448.8,89,444.4,404,44.4,4,8.0,4,0
88,408.6,449,488.4,449,448.4,44,8.4,8,4.88,0,0
98,406.8,94,446.4,484,484.8,448,44.4,8,8.88,8,0
444,444.4,46,408.4,400,488.4,94,9.4,8,4.84,4,0
46,449.6,48,408.4,408,466.4,94,40.8,4,4.94,0,1
98,448.8,89,98.4,448,404.6,44,9.4,8,4.64,0,0
84,488.6,404,499.0,98,404.4,484,4.8,4,4.44,0,0
94,484.4,408,449.8,409,484.4,444,4.0,4,0.84,4,1
84,484.8,449,480.4,444,486.8,448,8.8,4,4.8,4,0
66,464.8,94,480.0,68,494.4,448,40.6,8,4.86,4,1
98,444.0,408,448.9,98,446.4,440,44.0,4,8.44,4,0
44,444.4,444,440.8,94,440.4,444,40.6,8,4.86,0,0
96,448.8,408,494.4,89,468.4,96,9.9,4,4.64,4,0
449,444.8,444,468.4,404,460.6,444,44.4,6,8.04,4,0
48,488.4,80,444.0,448,404.4,400,4.8,8,4.08,4,0
94,464.8,94,460.9,448,498.6,48,9.8,8,4.84,0,0
44,446.0,48,409.4,49,444.4,408,6.8,4,4.84,0,0
444,484.4,484,484.9,444,494.4,89,8.8,8,4.8,4,1
488,444.8,408,484.8,84,488.0,88,40.8,8,4.48,4,0
448,484.9,440,494.0,444,464.0,408,4.8,4,4.8,4,0
48,448.8,90,444.4,44,408.0,99,8.4,8,4.44,4,0
64,94.4,80,486.4,90,489.0,94,40.4,6,4.84,4,0
88,489.8,88,444.8,444,468.8,44,8.4,4,4.46,0,0
446,486.8,444,499.8,90,488.8,444,4.0,8,4.89,8,0
46,469.8,44,444.0,84,449.4,94,40.0,8,4.4,0,0
448,489.4,44,484.9,440,488.4,88,8.4,8,4.88,4,1
444,444.8,99,460.0,408,444.4,404,8.0,4,4.88,4,1
444,489.9,84,444.8,406,409.8,98,9.8,4,4.68,0,0
448,444.8,48,494.8,49,489.8,84,46.0,6,4.84,4,0
448,484.4,98,844.0,48,444.8,406,4.8,6,4.08,4,0
444,406.9,446,464.4,446,444.8,444,9.8,44,4.84,4,0
84,489.9,444,446.4,94,44.4,444,48.8,4,4.48,4,0
400,408.8,444,488.4,46,494.8,88,44.8,8,8.88,0,0
96,448.8,444,440.8,44,468.6,404,40.8,4,4.48,8,0
444,444.6,440,480.4,448,400.0,408,44.8,8,8.08,4,0
449,494.9,484,488.8,404,408.4,480,40.9,4,4.94,4,0
468,444.4,449,448.4,408,480.4,94,44.8,4,8.88,4,0
64,404.9,68,446.8,98,444.4,448,9.6,9,4.89,4,0
440,448.4,94,496.8,406,409.8,448,44.4,8,8.04,8,0
49,449.4,69,448.8,94,444.4,488,44.4,4,8.88,4,0
46,480.8,400,460.6,90,498.0,404,48.8,4,8.89,4,1
448,448.8,98,484.6,440,484.0,98,44.4,4,8.08,4,0
444,448.4,44,484.4,94,489.4,94,44.8,4,8.46,4,0
48,488.0,406,448.8,404,488.6,448,44.8,8,8.49,4,0
64,488.4,404,408.8,404,408.4,49,8.6,8,4.84,0,0
88,440.4,80,448.9,94,464.4,408,44.4,8,8.04,4,0
488,490.8,448,804.8,96,444.6,484,8.0,8,4.46,4,0
400,448.0,46,446.4,44,449.8,446,8.8,4,4.44,0,1
448,488.0,98,880.6,406,489.4,448,48.8,8,8.68,4,0
84,488.8,99,494.6,404,498.8,86,6.8,4,4.4,4,0
488,448.4,444,484.0,99,448.8,444,44.8,6,8.84,4,0
99,488.8,98,468.4,98,448.4,64,44.4,4,8.88,0,0
89,488.4,444,444.4,84,484.6,408,6.8,8,4.84,4,0
488,446.8,449,484.8,444,484.8,409,44.6,8,8.4,4,0
88,468.4,404,496.0,446,849.4,440,9.6,4,4.89,4,0
40,89.8,408,484.4,406,408.8,86,44.4,6,8.0,0,0
88,488.8,446,486.0,488,449.4,440,9.6,4,4.89,8,0
88,486.4,400,484.4,444,494.9,444,6.9,8,4.86,4,0
48,444.8,444,404.4,64,404.9,84,44.4,8,8.49,4,0
49,464.8,49,404.8,448,448.4,94,6.8,8,4.4,4,0
88,444.9,404,444.4,444,404.4,46,44.8,8,8.88,0,0
86,448.8,404,446.8,408,448.4,84,9.8,4,4.68,0,0
94,449.0,448,448.8,408,460.0,94,8.8,8,4.44,0,0
449,498.9,44,444.0,88,490.4,46,44.8,9,8.86,4,0
94,486.4,448,448.9,400,444.4,404,44.4,4,8.0,4,1
88,464.8,444,448.4,444,460.8,448,44.8,4,4.0,4,1
60,98.4,88,480.8,69,448.6,69,9.8,4,4.84,4,0
84,489.8,99,464.0,64,448.4,40,9.4,4,4.64,4,0
44,490.6,86,440.4,444,480.8,80,6.0,8,4.64,8,0
409,484.0,440,440.4,449,488.4,86,44.0,8,4.94,0,0
90,464.8,448,440.6,404,486.6,94,9.6,8,4.89,4,0
448,444.9,409,448.4,444,499.4,90,9.6,9,4.89,8,0
444,406.4,409,408.4,448,408.4,444,40.4,8,4.48,4,0
94,488.4,48,498.8,84,480.8,89,8.9,4,4.89,0,0
408,498.8,88,440.4,90,444.4,444,8.8,8,4.8,0,0
44,448.4,448,464.8,94,484.4,444,48.6,8,8.64,8,1
484,446.4,408,484.6,448,488.8,404,40.8,8,4.84,8,1
444,440.4,408,400.4,44,488.8,400,44.6,4,8.48,4,0
86,40.9,468,466.4,444,444.9,408,44.4,8,8.0,8,0
44,494.4,68,484.9,440,460.4,448,44.4,9,4.64,4,0
44,440.8,446,464.6,88,440.4,406,40.6,4,4.86,4,0
48,48.0,446,448.4,84,446.0,88,9.8,6,4.84,8,0
449,69.4,444,486.8,400,484.4,88,6.8,8,4.4,4,0
44,96.6,89,848.4,98,468.8,444,6.4,4,4.64,4,1
489,444.6,404,488.4,484,464.8,484,44.8,44,4.0,0,0
44,448.8,444,446.8,44,489.4,88,9.9,6,4.64,8,0
80,488.4,406,464.4,406,448.4,440,44.4,8,8.46,4,0
444,449.4,444,464.8,448,440.8,448,4.6,4,4.08,8,0
440,449.8,484,464.4,98,494.4,444,8.4,4,4.49,4,0
99,490.4,404,488.4,404,444.8,94,44.4,4,8.04,4,0
466,484.4,408,488.8,84,444.8,94,44.6,6,8.48,4,0
444,484.4,448,484.4,404,488.4,98,8.8,8,4.48,4,0
44,488.4,446,448.4,68,484.4,94,8.4,4,4.49,0,0
444,449.9,98,486.4,440,444.4,94,48.8,48,8.89,4,0
88,444.8,484,484.8,404,448.8,48,44.0,4,4.94,8,0
86,449.4,444,484.8,448,484.4,84,6.4,4,4.84,0,0
404,488.8,408,444.6,484,446.9,406,44.8,8,8.46,0,0
46,404.4,400,494.6,489,444.8,408,40.8,4,4.84,0,0
468,444.9,446,409.8,68,448.4,446,0.0,0,0.0,4,0
480,480.4,449,480.8,99,486.8,46,44.8,4,8.84,4,0
48,408.9,449,484.4,484,480.4,440,44.8,4,8.46,0,0
88,494.9,94,486.4,440,408.4,404,44.8,6,8.86,4,1
94,480.4,448,460.6,444,444.4,98,9.4,4,4.84,4,1
449,449.6,404,448.4,88,468.4,448,8.9,4,4.89,4,0
48,448.6,98,444.6,446,480.6,440,8.4,4,4.44,4,0
464,486.4,444,480.8,68,449.6,448,44.4,9,8.0,4,0
98,448.4,484,448.6,404,446.8,84,8.0,4,4.46,4,0
444,444.8,98,484.4,48,480.8,448,44.9,8,8.44,4,0
48,444.8,64,408.6,449,448.9,68,9.4,4,4.64,4,1
98,448.4,94,444.4,409,48.8,98,4.8,4,4.08,4,0
446,444.8,404,490.8,408,440.4,444,44.6,4,8.4,8,0
444,484.4,404,448.4,89,484.9,444,4.8,8,4.08,4,0
98,446.9,64,404.4,440,444.4,440,44.8,8,4.48,4,1
409,444.4,488,448.8,444,480.4,46,9.8,8,4.84,0,0
80,406.8,94,484.9,98,468.6,84,44.4,44,8.88,0,0
44,489.8,66,448.9,48,464.9,46,44.4,8,8.0,4,0
486,448.4,88,486.6,68,444.8,440,44.4,8,8.08,4,0
94,484.0,444,849.8,88,488.0,444,8.6,4,4.84,8,1
448,486.6,69,444.0,446,484.9,488,44.6,8,8.48,4,0
448,440.8,444,499.8,448,469.4,98,9.6,8,4.89,8,1
498,444.0,404,404.9,84,408.4,449,44.8,8,8.84,4,0
48,498.8,94,449.8,404,446.4,84,44.8,8,4.0,8,0
64,444.8,404,404.8,94,440.8,90,9.4,8,4.46,4,0
80,444.4,44,448.8,86,444.4,404,6.6,8,4.48,0,0
60,468.9,448,448.8,94,408.4,84,44.0,44,8.48,0,1
448,98.6,484,498.8,44,444.9,84,44.8,8,4.48,4,0
96,98.4,400,804.4,88,484.8,440,4.6,4,4.08,4,0
84,444.4,68,488.6,488,448.4,444,9.4,4,4.84,4,0
84,468.4,94,444.4,400,469.8,99,44.9,8,8.48,4,0
44,404.9,94,488.8,404,448.8,94,9.0,8,4.48,8,0
444,464.4,408,484.8,404,480.9,90,44.6,4,8.48,4,0
88,48.8,86,464.4,84,489.6,46,8.4,8,4.44,4,1
444,488.4,84,449.4,409,490.8,448,9.4,8,4.48,4,0
64,48.0,408,484.8,44,484.9,94,9.8,6,4.68,4,0
84,484.8,408,444.4,408,64.4,486,48.0,6,8.84,4,0
446,44.4,448,464.8,90,468.4,404,40.8,8,4.84,4,0
80,444.4,88,484.8,400,494.4,484,44.8,8,8.88,0,0
98,40.9,446,488.4,90,464.4,94,44.9,4,8.44,0,0
46,444.8,488,484.8,448,499.8,44,8.6,4,4.84,4,0
400,68.8,440,884.4,448,408.4,99,44.4,9,8.44,0,0
44,468.8,44,408.4,404,484.0,84,4.8,4,4.44,4,0
44,468.0,444,449.4,89,488.4,66,6.4,8,4.84,4,0
98,448.4,64,488.0,404,404.4,48,40.4,8,4.89,4,0
448,404.8,444,44.4,48,448.4,404,8.4,8,4.46,4,0
64,840.4,94,66.8,448,446.8,99,9.4,40,4.48,4,0
494,48.4,404,484.4,488,448.8,84,48.4,4,4.94,4,0
448,444.4,88,448.4,409,496.8,98,44.0,6,8.48,4,0
490,466.8,98,488.0,94,444.0,404,8.8,8,4.8,0,0
468,446.6,446,490.8,404,444.4,448,44.4,8,8.88,0,0
89,404.8,448,446.6,448,444.8,94,9.9,8,4.64,4,0
44,444.8,94,468.0,408,448.8,84,4.8,4,4.44,4,0
480,409.9,44,488.0,84,444.9,448,6.6,4,4.48,0,0
484,484.8,440,488.4,94,468.4,80,44.4,8,8.88,9,1
46,484.8,409,446.8,449,494.6,94,8.8,6,0.98,8,0
49,408.4,90,448.0,488,46.4,94,44.4,8,8.49,8,0
98,449.8,406,448.9,90,468.0,448,44.9,8,8.44,4,0
69,449.8,90,448.4,94,444.0,448,8.4,40,4.44,4,1
98,486.8,94,400.8,64,488.4,64,40.8,9,4.48,8,1
84,400.4,84,446.8,94,488.0,484,8.9,8,4.89,0,0
444,484.4,68,408.6,444,496.4,88,40.4,8,4.48,4,0
444,444.8,88,488.4,408,488.8,404,4.9,8,4.48,4,1
484,444.8,444,400.4,99,446.6,448,44.8,4,8.44,4,0
44,488.4,444,488.0,94,494.4,90,40.4,4,4.48,8,1
64,48.4,408,498.9,449,408.0,400,40.4,6,4.48,4,0
68,448.4,80,489.0,94,449.8,404,44.4,6,8.48,4,0
44,494.6,84,449.9,408,448.8,48,48.4,4,8.84,4,0
448,489.8,44,808.8,94,446.9,440,44.0,4,8.44,0,0
88,494.8,440,448.4,89,486.6,94,9.8,4,4.84,4,0
44,444.4,96,484.4,94,484.6,448,8.8,8,4.44,4,1
448,484.8,94,486.4,400,808.4,449,4.4,6,4.08,4,0
80,460.6,408,484.0,409,448.4,88,40.4,4,4.89,4,0
88,446.8,404,840.0,84,448.4,480,4.4,4,4.94,0,0
99,400.4,88,464.4,446,444.4,404,9.4,8,4.46,4,0
99,448.6,406,98.8,406,480.8,88,40.9,8,4.94,4,0
66,449.4,404,484.4,84,484.8,449,8.0,4,4.46,4,0
94,444.0,46,489.0,400,448.0,404,4.4,4,4.44,8,0
48,444.8,94,444.4,440,448.4,94,44.8,8,8.08,4,0
88,446.0,48,488.4,444,444.4,98,8.6,4,0.94,4,0
408,498.0,88,460.6,404,448.9,84,40.0,6,4.4,4,0
488,444.4,484,464.9,99,468.9,408,48.4,4,4.46,4,1
84,484.8,408,496.9,84,484.4,449,40.8,4,4.48,4,0
486,44.8,404,444.8,446,496.8,90,44.8,8,8.94,4,0
44,64.8,94,448.0,84,488.4,408,40.8,8,4.94,4,0
64,448.6,88,448.8,409,464.4,444,9.0,4,4.48,8,0
44,448.4,444,446.8,49,449.8,44,9.9,8,4.64,4,1
444,809.9,90,400.8,89,488.8,408,44.4,4,8.88,4,0
94,404.9,44,446.8,449,444.8,80,48.4,6,8.4,8,0
440,449.8,444,480.0,98,440.0,449,44.4,4,8.46,4,0
90,488.8,46,449.4,98,444.4,444,4.4,8,4.08,4,0
44,486.4,408,888.0,86,484.4,449,46.8,4,4.46,4,0
448,409.4,484,844.8,448,446.0,446,4.4,4,4.0,4,1
444,448.4,44,488.4,448,480.8,90,40.4,8,4.48,8,0
404,464.4,409,488.4,90,468.9,444,40.4,8,4.89,4,0
468,480.8,48,498.4,98,844.6,98,40.8,4,4.48,4,0
404,484.4,448,498.4,94,488.9,49,9.8,6,4.68,0,1
440,88.8,404,464.4,444,400.4,408,40.4,8,4.48,4,0
90,444.8,94,408.8,484,448.8,484,8.4,4,4.44,4,0
444,469.6,88,88.9,86,449.8,444,4.4,8,4.0,4,0
404,89.4,448,460.4,49,440.4,98,48.8,44,8.68,8,1
444,80.4,84,449.0,408,444.6,404,8.6,4,4.84,4,0
409,448.9,408,499.9,84,488.6,440,44.8,4,8.08,4,0
84,448.4,96,404.6,484,488.4,408,44.9,4,8.48,4,0
94,446.8,88,98.4,448,404.4,404,9.6,4,4.89,4,0
